,vintage,dependents,branch_code,days_since_last_transaction,current_balance,previous_month_end_balance,average_monthly_balance_prevQ,average_monthly_balance_prevQ2,current_month_credit,previous_month_credit,current_month_debit,previous_month_debit,current_month_balance,previous_month_balance,customer_id,gender,occupation,customer_nw_category,age,city,churn
22597,1884.0,0.0,1795.0,31.0,8271.15,8354.66,8896.47,9913.63,0.59,0.59,0.59,1300.59,8311.46,9090.44,24112.0,Male,salaried,2.0,48.0,1232.0,0
22599,2656.0,0.0,289.0,5.0,2467.19,2505.12,4848.63,6726.44,168.63,0.2,0.2,4285.91,2440.34,5408.34,24114.0,Female,self_employed,1.0,73.0,649.0,0
22601,2684.0,0.0,146.0,31.0,1713.42,1713.42,1713.42,1709.09,0.39,0.39,0.39,0.39,1713.42,1713.42,24116.0,Female,salaried,3.0,47.0,1525.0,0
22605,591.0,0.0,42.0,28.0,71022.29,70843.36,70900.95,72393.68,179.11,0.19,0.19,0.19,71016.12,70843.36,24121.0,Male,salaried,1.0,52.0,1020.0,0
22608,1535.0,0.0,581.0,35.0,230.32,1516.04,1597.5,3999.69,0.29,1428.86,1428.86,2857.43,663.82,1555.21,24125.0,Male,salaried,3.0,29.0,1096.0,0
22610,254.0,0.0,394.0,4.0,4293.97,2294.3,2572.75,486.54,3000.56,2000.56,1000.56,1850.56,3252.26,2599.58,24127.0,Male,self_employed,2.0,28.0,1111.0,0
22613,3036.0,0.0,424.0,0.0,2268.44,3695.87,3335.49,3665.52,1428.91,0.34,0.34,0.34,2612.68,3695.87,24130.0,Male,self_employed,2.0,43.0,1020.0,0
22614,2161.0,1.0,102.0,101.0,4532.1,4532.1,4532.1,4272.56,0.26,0.26,0.26,0.26,4532.1,4532.1,24131.0,Female,self_employed,3.0,36.0,1046.0,0
22616,368.0,0.0,136.0,31.0,2256.21,2102.24,2143.92,1567.1,0.17,0.17,34.6,130.84,2262.25,2149.29,24133.0,Female,self_employed,3.0,54.0,485.0,0
22617,1846.0,0.0,44.0,75.0,9045.77,6932.76,4939.93,1706.68,0.63,0.63,368.22,1247.89,6538.31,5057.11,24134.0,Male,salaried,2.0,26.0,575.0,0
22618,4728.0,0.0,182.0,0.0,3716.04,2873.44,2835.03,3645.14,934.31,0.39,0.39,0.39,2898.04,2763.88,24135.0,Female,self_employed,2.0,39.0,1020.0,0
22619,2386.0,0.0,1571.0,164.0,3439.03,3439.03,3439.03,3448.28,0.31,0.31,0.31,0.31,3439.03,3439.03,24136.0,Male,retired,2.0,75.0,834.0,0
22620,1626.0,0.0,92.0,3.0,1818.83,5332.44,2883.54,2155.51,3244.26,7643.0,2718.32,3659.31,3433.27,3829.9,24137.0,Male,salaried,3.0,30.0,1096.0,0
22621,2671.0,0.0,141.0,30.0,2476.37,2452.32,2661.41,2756.4,0.5,330.84,143.94,176.24,2656.54,2638.0,24138.0,Female,salaried,1.0,39.0,334.0,0
22622,1925.0,0.0,1862.0,41.0,4671.75,4671.75,4634.12,4571.18,0.26,71.69,0.26,0.26,4671.75,4630.28,24139.0,Female,self_employed,3.0,49.0,334.0,0
22623,238.0,0.0,1237.0,0.0,6459.31,4612.79,3668.67,5003.67,3102.61,3358.54,2198.21,2852.78,4803.63,4105.33,24140.0,Male,self_employed,2.0,36.0,334.0,0
22625,1054.0,0.0,1263.0,3.0,33301.59,21001.59,21627.58,23547.54,12400.54,0.54,0.54,0.54,22670.06,21055.97,24142.0,Male,self_employed,2.0,41.0,751.0,1
22626,965.0,1.0,190.0,10.0,13917.85,18316.41,17160.25,4006.19,1887.57,0.41,6286.13,5956.24,18539.62,20276.11,24143.0,Male,self_employed,1.0,27.0,1004.0,0
22631,2221.0,0.0,1858.0,26.0,1402.14,351.27,2488.9,1451.78,15705.89,7142.93,32062.76,5084.34,2965.67,2225.3,24148.0,Male,self_employed,3.0,34.0,334.0,0
22635,2054.0,0.0,261.0,166.0,6545.85,6545.85,7061.98,6968.84,0.01,0.01,0.01,0.01,6545.85,7094.23,24152.0,Female,self_employed,2.0,33.0,15.0,0
22640,3283.0,0.0,446.0,3.0,12458.23,338.37,3537.65,2265.33,11026.29,0.3,14137.86,4882.5,7099.63,573.32,24157.0,Male,self_employed,2.0,30.0,146.0,0
22641,4499.0,0.0,48.0,31.0,17289.01,14431.86,12498.53,2989.07,0.66,0.66,0.66,0.66,17289.01,11853.59,24158.0,Female,self_employed,1.0,90.0,15.0,0
22642,1747.0,2.0,109.0,69.0,1137.71,1440.57,2391.48,1107.45,0.21,0.21,303.07,1457.36,1426.58,2845.18,24159.0,Male,salaried,3.0,42.0,1613.0,0
22644,5081.0,2.0,158.0,109.0,18256.68,17842.08,17884.75,17562.27,0.03,0.03,0.03,0.03,18255.78,17814.95,24161.0,Male,self_employed,1.0,61.0,409.0,0
22646,280.0,0.0,1925.0,0.0,1441.1,1288.33,1532.81,1848.11,153.31,0.54,0.54,0.54,1293.6,1288.33,24163.0,Female,self_employed,3.0,59.0,834.0,0
22647,3233.0,0.0,792.0,132.0,2663.11,3085.69,2603.79,1415.66,0.27,0.27,14.56,0.27,2518.7,2799.37,24164.0,Male,self_employed,3.0,64.0,248.0,1
22648,1763.0,0.0,2150.0,9.0,2540.75,838.4,2313.29,298.66,571.76,0.33,1524.85,1177.79,716.27,3708.37,24165.0,Male,self_employed,3.0,42.0,1624.0,0
22649,394.0,0.0,393.0,207.0,1865.01,1865.01,1865.01,1439.9,0.06,0.06,0.06,0.06,1865.01,1865.01,24167.0,Female,self_employed,3.0,45.0,409.0,0
22650,827.0,0.0,1401.0,12.0,1397.26,770.16,1632.06,3571.56,3648.89,0.36,4450.36,0.36,1236.05,770.16,24169.0,Male,student,2.0,19.0,1096.0,0
22651,1547.0,0.0,229.0,6.0,325.39,1468.25,1858.93,11169.82,1143.06,2571.63,2285.91,3500.2,517.51,2177.93,24170.0,Male,retired,2.0,68.0,617.0,1
22653,3853.0,0.0,2087.0,168.0,7264.43,7261.23,7261.78,7254.83,0.5,0.5,0.5,0.5,7262.89,7261.23,24172.0,Male,self_employed,2.0,90.0,914.0,0
22655,912.0,0.0,3167.0,105.0,5933.14,6290.28,6296.07,4126.99,0.56,0.56,357.7,0.56,6191.76,6290.28,24174.0,Female,self_employed,2.0,47.0,853.0,0
22656,891.0,0.0,75.0,53.0,1760.54,1769.35,1645.51,1030.57,0.09,468.09,8.9,91.45,1764.79,1752.45,24175.0,Female,student,2.0,13.0,146.0,0
22657,5579.0,0.0,59.0,3.0,2522.52,1795.7,2176.05,1853.87,1099.11,2390.97,390.91,2865.54,2221.92,2299.3,24176.0,Male,self_employed,2.0,80.0,1149.0,0
22659,2928.0,0.0,650.0,31.0,5861.65,5861.65,5861.65,5859.1,0.53,0.53,0.53,0.53,5861.65,5861.65,24178.0,Male,salaried,2.0,35.0,834.0,0
22660,618.0,0.0,727.0,11.0,1182.01,3235.08,3443.53,4647.93,1.06,2046.29,2525.06,2486.29,2891.48,3240.68,24179.0,Female,self_employed,3.0,40.0,946.0,1
22663,1066.0,0.0,2474.0,35.0,679.12,9964.84,4382.63,191.63,0.39,11271.9,9428.96,1500.39,4501.78,8452.79,24182.0,Male,self_employed,3.0,65.0,905.0,1
22664,5341.0,0.0,69.0,112.0,1627.96,1644.8,1714.15,1682.57,0.56,0.56,17.4,124.69,1635.51,1687.81,24183.0,Female,self_employed,3.0,49.0,834.0,0
22665,1719.0,2.0,2348.0,175.0,1639.59,1709.85,1719.12,1979.71,0.66,0.66,70.91,70.91,1649.28,1718.91,24184.0,Male,self_employed,3.0,44.0,1135.0,0
22666,1156.0,0.0,693.0,33.0,4746.33,5460.61,3830.86,3219.04,0.7,2704.09,714.99,68.36,5435.98,3208.71,24185.0,Female,salaried,2.0,35.0,834.0,0
22668,977.0,2.0,1838.0,285.0,2612.23,2896.93,2902.52,3459.55,0.06,0.06,427.61,141.9,2735.24,2915.23,24187.0,Male,self_employed,3.0,38.0,44.0,0
22669,1274.0,0.0,542.0,31.0,1548.91,1548.91,1786.94,2085.8,0.37,0.37,0.37,641.3,1548.91,1706.56,24188.0,Female,student,3.0,24.0,1020.0,0
22670,1910.0,0.0,2.0,31.0,8521.91,8521.91,8521.91,8435.15,0.33,0.33,0.33,0.33,8521.91,8521.91,24189.0,Female,salaried,2.0,29.0,848.0,0
22672,1332.0,0.0,634.0,19.0,13472.26,8708.96,7512.02,10362.81,1401.54,1401.54,0.27,16243.31,12082.76,9077.64,24191.0,Male,self_employed,1.0,37.0,905.0,0
22673,1891.0,2.0,393.0,235.0,15607.45,15603.0,15603.01,15546.71,0.31,0.31,0.31,0.31,15605.38,15603.0,24192.0,Male,self_employed,3.0,46.0,409.0,0
22674,377.0,0.0,2604.0,14.0,24881.87,16281.45,10570.7,54.12,0.76,0.76,2447.21,30364.44,22266.16,9164.43,24193.0,Male,self_employed,3.0,30.0,623.0,1
22676,1890.0,2.0,783.0,31.0,1465.46,1465.46,1465.46,1459.04,0.43,0.43,0.43,0.43,1465.46,1465.46,24195.0,Male,salaried,3.0,45.0,15.0,0
22677,3535.0,0.0,546.0,59.0,6333.52,6333.52,6262.39,2096.13,0.53,485.3,0.53,366.73,6333.52,6376.95,24196.0,Male,student,3.0,31.0,1020.0,0
22678,1482.0,0.0,184.0,4.0,47819.13,44215.28,32237.19,13212.55,5714.8,24143.4,1125.51,0.51,44188.7,30760.63,24197.0,Male,salaried,2.0,41.0,467.0,0
22679,5912.0,0.0,1314.0,245.0,4256.91,4257.72,4257.63,4231.92,0.59,0.59,0.59,0.59,4257.44,4257.72,24198.0,Female,self_employed,2.0,68.0,318.0,0
22680,1596.0,0.0,2150.0,224.0,3237.98,3380.83,3578.33,4399.51,0.07,0.07,285.79,857.21,3242.9,3500.65,24199.0,Male,self_employed,2.0,44.0,714.0,0
22681,938.0,2.0,1257.0,9.0,230.43,3118.06,1815.77,1284.29,5749.16,1741.8,4161.13,2041.25,1619.85,2350.85,24200.0,Male,self_employed,3.0,38.0,241.0,1
22682,4227.0,0.0,325.0,19.0,3707.55,3364.69,3516.9,3125.67,343.03,0.17,0.17,131.43,3601.14,3453.61,24201.0,Male,salaried,3.0,59.0,834.0,1
22683,1454.0,0.0,3268.0,14.0,7357.01,7441.01,7573.33,6636.99,1067.87,0.27,1067.87,0.27,7399.86,7388.76,24202.0,Male,self_employed,2.0,71.0,617.0,0
22684,3036.0,0.0,101.0,31.0,2077.58,2064.84,2067.89,2051.72,0.56,0.56,0.56,0.56,2067.53,2067.21,24203.0,Male,retired,1.0,73.0,359.0,0
22686,747.0,0.0,582.0,212.0,1509.43,1509.43,1509.43,1499.99,0.24,0.24,0.24,0.24,1509.43,1509.43,24206.0,Male,student,1.0,8.0,834.0,0
22688,2004.0,0.0,275.0,97.0,2585.55,2308.48,2386.92,3274.49,0.26,0.26,8.5,162.79,2365.52,2324.21,24208.0,Female,self_employed,2.0,34.0,1589.0,0
22689,1754.0,0.0,1415.0,56.0,26474.05,34.01,7985.55,1486.99,0.09,200.09,188.61,188.61,23745.37,38.98,24209.0,Male,self_employed,3.0,48.0,577.0,0
22692,3441.0,0.0,265.0,32.0,937.0,965.57,3167.26,6232.0,0.4,3562.12,14.69,6728.97,948.82,4074.91,24212.0,Female,retired,2.0,70.0,574.0,1
22693,3110.0,2.0,1105.0,38.0,17184.62,976.75,3341.16,7358.64,0.16,941.01,9563.63,1427.2,6888.66,1459.06,24213.0,Male,self_employed,2.0,45.0,1020.0,0
22695,2798.0,0.0,275.0,40.0,4594.92,5096.48,3319.14,3324.49,0.61,3431.33,430.74,186.33,4884.03,3077.03,24215.0,Female,self_employed,2.0,41.0,1589.0,0
22696,1726.0,2.0,129.0,27.0,23277.33,22450.44,23447.36,17403.04,1716.8,1685.19,1616.54,2711.36,23636.75,23473.28,24216.0,Male,salaried,2.0,36.0,1096.0,0
22700,2835.0,0.0,46.0,20.0,11297.71,1497.57,4488.57,23200.85,9800.79,0.64,0.64,0.64,8256.28,1497.57,24220.0,Male,self_employed,1.0,69.0,656.0,0
22701,282.0,0.0,1953.0,103.0,1574.9,1574.9,1661.85,10948.91,0.56,0.56,0.56,286.27,1574.9,1697.23,24221.0,Male,self_employed,2.0,34.0,1542.0,0
22702,583.0,0.0,409.0,70.0,1785.87,1785.87,1679.28,1306.13,0.7,0.7,0.7,0.7,1785.87,1785.87,24222.0,Male,self_employed,3.0,42.0,44.0,0
22703,7034.0,2.0,1466.0,5.0,537.73,619.34,3040.44,664.55,580.13,651.56,2531.53,9617.24,865.12,4026.99,24223.0,Male,salaried,2.0,64.0,491.0,1
22704,993.0,0.0,684.0,31.0,2076.62,2076.62,2076.62,2062.25,0.39,0.39,0.39,0.39,2076.62,2076.62,24224.0,Female,self_employed,3.0,45.0,485.0,0
22705,2244.0,2.0,1627.0,12.0,7145.79,9573.46,8618.39,6243.89,3870.96,0.1,6559.15,497.39,8987.19,9620.99,24225.0,Male,salaried,3.0,59.0,623.0,0
22707,1986.0,0.0,1108.0,11.0,2003.24,1761.14,1762.94,1691.97,477.8,125.69,230.96,102.99,1811.63,1770.14,24227.0,Male,retired,3.0,68.0,1020.0,0
22708,1567.0,0.0,1027.0,31.0,1609.56,1621.89,2243.98,2680.75,0.01,0.01,12.34,2888.64,1615.13,2344.52,24228.0,Male,salaried,3.0,34.0,1020.0,0
22709,553.0,0.0,384.0,1.0,704.7,3492.44,1670.87,978.59,158.07,2300.97,725.16,10.87,1218.39,1704.74,24229.0,Female,self_employed,2.0,55.0,1589.0,0
22712,4157.0,0.0,300.0,20.0,14237.79,13554.33,13390.57,11401.78,678.74,678.74,0.17,0.17,14045.77,13422.99,24232.0,Female,self_employed,3.0,46.0,15.0,0
22713,2767.0,0.0,2072.0,203.0,1886.99,1886.99,1916.93,2373.46,0.44,0.44,0.44,0.44,1886.99,1888.32,24233.0,Male,self_employed,3.0,57.0,409.0,0
22715,314.0,1.0,3200.0,0.0,3267.02,1652.48,1829.99,1731.84,2437.93,0.43,123.3,286.14,2012.13,1652.48,24235.0,Female,self_employed,2.0,41.0,1020.0,0
22716,541.0,0.0,247.0,17.0,150.18,1625.36,1558.81,194.13,286.17,102.17,1319.81,658.59,472.28,2059.92,24236.0,Male,student,2.0,30.0,409.0,1
22717,2251.0,0.0,158.0,83.0,10035.75,10035.75,9974.31,9106.04,0.16,0.16,0.16,0.16,10035.75,10035.75,24237.0,Female,salaried,1.0,45.0,1096.0,0
22718,3045.0,0.0,230.0,119.0,17303.51,17159.38,17128.54,8480.72,0.59,0.59,0.59,0.59,17303.51,17159.38,24238.0,Female,self_employed,2.0,61.0,15.0,0
22719,6188.0,2.0,11.0,14.0,4873.17,34994.81,39544.17,40522.36,13465.76,62414.26,44367.55,62128.71,24136.57,37453.74,24239.0,Male,salaried,2.0,47.0,409.0,0
22722,5030.0,2.0,158.0,42.0,3211.78,2633.54,2777.35,1266.91,0.61,26.33,414.27,494.43,3156.52,3005.09,24242.0,Male,salaried,3.0,51.0,409.0,0
22723,2075.0,0.0,54.0,4.0,443.84,1216.7,1929.77,3136.92,5714.49,0.2,7143.06,7143.06,2403.8,1068.64,24244.0,Male,retired,2.0,67.0,649.0,0
22725,2804.0,0.0,655.0,138.0,2645.32,4645.32,4505.77,3975.29,0.11,0.11,2571.54,642.97,3049.26,4753.61,24247.0,Male,self_employed,3.0,54.0,980.0,0
22729,5021.0,2.0,69.0,14.0,2021.37,8802.19,6814.78,5749.58,2143.33,0.47,8929.04,0.47,4913.1,8338.94,24253.0,Male,self_employed,2.0,46.0,15.0,1
22732,4514.0,1.0,115.0,35.0,4750.76,5546.49,4629.38,4420.13,0.1,1428.67,795.83,81.54,5213.77,4456.26,24256.0,Female,self_employed,2.0,70.0,61.0,0
22734,5206.0,0.0,7.0,185.0,3172.57,3177.47,3177.25,3153.07,0.4,0.4,0.4,0.4,3176.8,3177.47,24258.0,Female,self_employed,2.0,63.0,1232.0,0
22737,724.0,0.0,510.0,60.0,28046.66,28046.66,24250.36,9268.29,0.64,0.64,0.64,4286.36,28046.66,28733.69,24261.0,Male,self_employed,3.0,56.0,485.0,0
22738,2202.0,0.0,368.0,31.0,4316.43,4316.43,4316.43,4310.98,0.24,0.24,0.24,0.24,4316.43,4316.43,24262.0,Male,self_employed,2.0,64.0,623.0,0
22742,1744.0,0.0,484.0,20.0,1472.12,1507.83,1499.21,1498.28,142.87,0.01,178.59,0.01,1481.97,1507.83,24266.0,Male,salaried,3.0,36.0,1096.0,0
22743,3152.0,0.0,8.0,5.0,7816.83,3616.29,4928.62,3577.54,5625.81,0.1,714.39,0.1,7553.3,3616.29,24267.0,Male,self_employed,1.0,90.0,834.0,0
22748,3811.0,0.0,1357.0,275.0,1452.29,1452.29,1752.61,23429.74,0.14,0.14,0.14,1122.11,1452.29,1948.53,24272.0,Male,self_employed,1.0,60.0,1020.0,0
22749,4843.0,0.0,114.0,16.0,6248.13,6210.23,6273.25,3505.22,59.13,59.16,5.14,22.07,6249.87,6242.54,24273.0,Male,retired,2.0,69.0,1020.0,0
22752,571.0,0.0,2637.0,125.0,1125.34,1153.91,1438.5,3222.62,0.29,0.29,0.29,135.83,1144.06,1215.15,24276.0,Male,self_employed,3.0,49.0,917.0,0
22760,6081.0,1.0,32.0,14.0,2154.19,2065.02,2024.15,2900.0,99.66,99.81,0.57,0.57,2111.14,2024.68,24284.0,Female,salaried,2.0,36.0,409.0,0
22762,2864.0,2.0,514.0,28.0,839.77,1838.6,2029.58,6034.66,15.57,739.5,300.11,387.8,1224.32,2124.28,24287.0,Female,retired,1.0,72.0,146.0,0
22763,3810.0,2.0,890.0,19.0,2362.24,1179.17,1766.61,3226.33,2332.52,1229.39,818.39,1029.67,2238.63,1318.84,24288.0,Female,self_employed,2.0,43.0,15.0,0
22766,5802.0,0.0,8.0,41.0,1255.72,24827.14,17021.22,7130.06,0.6,8572.03,23572.03,0.6,6994.63,19573.69,24292.0,Male,self_employed,2.0,90.0,834.0,0
22767,3187.0,0.0,724.0,6.0,2281.5,1474.35,1971.94,2533.63,878.87,114.59,0.3,1786.01,2050.71,2175.77,24293.0,Male,salaried,2.0,46.0,1477.0,1
22768,1266.0,0.0,190.0,140.0,6006.88,6006.88,6006.88,5679.94,0.54,0.54,0.54,0.54,6006.88,6006.88,24294.0,Male,student,3.0,22.0,514.0,0
22770,3407.0,0.0,82.0,28.0,18601.74,18308.89,18309.73,17729.13,292.94,250.09,0.09,0.09,18601.74,18268.56,24296.0,Female,self_employed,1.0,14.0,334.0,0
22772,2405.0,0.0,462.0,10.0,637.51,1040.92,1479.81,3472.72,3296.75,0.16,3571.59,4.44,2183.47,1062.34,24298.0,Male,retired,2.0,75.0,288.0,0
22773,2286.0,0.0,572.0,33.0,2262.83,2262.83,2175.27,2106.54,0.11,142.97,0.11,0.11,2262.83,2143.01,24299.0,Female,student,3.0,19.0,575.0,0
22776,1029.0,2.0,1847.0,18.0,1440.41,1978.53,1475.63,1303.53,857.41,1946.17,2534.97,2534.97,1231.52,1607.7,24302.0,Male,self_employed,3.0,42.0,1385.0,0
22777,1123.0,0.0,1426.0,31.0,2253.82,2253.82,2468.87,2949.36,0.36,0.36,0.36,0.36,2253.82,2253.82,24303.0,Male,self_employed,2.0,24.0,228.0,0
22779,2925.0,0.0,1219.0,42.0,4578.07,3511.18,3570.31,3643.69,0.11,1.22,483.23,761.58,4350.03,3751.96,24305.0,Male,salaried,3.0,63.0,834.0,0
22781,1794.0,2.0,619.0,14.0,3179.48,3172.12,3218.49,4425.04,168.53,29.24,124.36,124.36,3140.89,3186.04,24307.0,Male,self_employed,2.0,34.0,491.0,0
22783,1993.0,0.0,22.0,15.0,1278.79,2725.84,2537.79,5048.63,59.64,216.34,77.39,88.23,2151.9,2628.32,24309.0,Male,self_employed,2.0,34.0,834.0,0
22784,476.0,0.0,1326.0,47.0,71.91,2205.02,1430.86,3240.87,0.59,42625.04,19800.59,56505.47,189.22,2102.45,24310.0,Male,self_employed,2.0,77.0,1643.0,0
22788,2671.0,0.0,325.0,12.0,11011.53,2057.9,3395.8,1105.35,8953.8,0.17,0.17,0.17,6071.6,2057.9,24314.0,Female,self_employed,3.0,44.0,118.0,0
22789,192.0,0.0,216.0,167.0,445.86,6072.66,5831.98,3233.46,0.17,0.17,5714.46,0.17,5320.68,6080.49,24315.0,Male,self_employed,3.0,57.0,513.0,1
22793,1351.0,0.0,1306.0,0.0,2346.72,2332.44,2197.42,2033.76,14.6,0.31,0.31,0.31,2332.93,2212.62,24319.0,Female,self_employed,1.0,56.0,318.0,0
22794,684.0,0.0,2694.0,199.0,9465.51,9465.51,9465.51,9412.98,0.19,0.19,0.19,0.19,9465.51,9465.51,24320.0,Male,self_employed,3.0,44.0,372.0,0
22796,3220.0,2.0,280.0,9.0,15289.01,15288.95,15327.48,18612.33,238.34,0.63,238.29,238.29,15166.04,15319.62,24322.0,Female,self_employed,3.0,53.0,575.0,0
22797,1895.0,0.0,488.0,4.0,1721.64,7853.7,6028.15,5327.45,5354.34,714.97,11486.4,0.69,3575.19,7369.83,24323.0,Female,salaried,2.0,28.0,1525.0,1
22798,1403.0,0.0,2077.0,0.0,6675.19,7000.95,6320.68,8811.1,4410.83,5305.8,4719.84,3919.24,7076.98,5997.39,24324.0,Male,self_employed,2.0,38.0,334.0,0
22800,5995.0,0.0,47.0,196.0,5905.1,5905.1,6061.78,6291.3,0.03,0.03,0.03,428.6,5905.1,5946.57,24326.0,Female,self_employed,2.0,55.0,1020.0,0
22804,6139.0,0.0,107.0,14.0,1884.31,3431.94,4445.79,5185.06,1027.59,1050.99,2338.99,3104.54,2375.53,5374.35,24331.0,Male,self_employed,3.0,47.0,996.0,1
22805,4378.0,0.0,41.0,31.0,3200.28,2900.28,3661.41,8511.22,0.63,0.63,0.63,0.63,3042.64,2718.71,24332.0,Female,salaried,2.0,26.0,146.0,0
22806,2256.0,0.0,2829.0,145.0,2425.12,2136.41,2871.96,3511.35,0.39,0.39,0.39,2071.81,2343.62,2416.97,24333.0,Female,retired,3.0,65.0,146.0,0
22807,4749.0,1.0,5.0,24.0,21144.87,20186.59,23462.17,23366.05,4814.61,4814.61,2925.73,3076.02,22471.16,23018.82,24334.0,Male,self_employed,2.0,37.0,1020.0,0
22809,2690.0,0.0,773.0,21.0,1320.24,463.1,1586.14,1882.28,857.51,0.37,0.37,1428.94,1113.34,1753.42,24336.0,Female,self_employed,2.0,37.0,635.0,0
22810,2986.0,0.0,503.0,122.0,1453.41,1453.41,1768.01,11512.42,0.57,0.57,0.57,0.57,1453.41,1453.41,24337.0,Female,retired,1.0,68.0,1096.0,0
22811,1719.0,0.0,322.0,7.0,7081.35,1812.07,2236.03,1796.47,5269.86,0.57,0.57,0.57,3083.96,1812.07,24338.0,Male,retired,2.0,86.0,1020.0,0
22813,1959.0,0.0,1347.0,19.0,2145.41,1861.76,1934.25,1613.98,286.24,971.96,0.53,668.08,2056.74,2307.04,24340.0,Female,student,3.0,24.0,1096.0,0
22816,3098.0,0.0,784.0,31.0,418.08,2662.52,3706.44,6092.5,0.14,0.14,0.14,0.14,1498.57,4087.55,24344.0,Male,self_employed,3.0,27.0,545.0,1
22817,1309.0,0.0,24.0,31.0,2617.37,2617.37,2617.37,2600.79,0.03,0.03,0.03,0.03,2617.37,2617.37,24345.0,Male,student,2.0,8.0,334.0,0
22818,1285.0,0.0,961.0,48.0,1198.61,8341.47,3572.37,3101.71,0.44,8149.17,7143.3,0.44,1198.61,5583.81,24346.0,Male,retired,3.0,72.0,1635.0,1
22820,276.0,0.0,141.0,17.0,5806.16,4848.45,3171.37,1867.71,8.22,0.2,202.2,772.68,4806.47,2892.69,24348.0,Female,salaried,1.0,27.0,334.0,0
22822,2645.0,0.0,1112.0,26.0,3342.02,3342.02,3364.94,3175.2,314.36,357.21,300.07,157.21,3486.36,3266.91,24350.0,Male,retired,2.0,70.0,904.0,0
22823,1764.0,0.0,9.0,221.0,1500.05,1500.05,1500.05,1491.2,0.67,0.67,0.67,0.67,1500.05,1500.05,24351.0,Female,student,2.0,13.0,146.0,0
22825,2141.0,2.0,637.0,83.0,24595.39,25882.96,26002.41,18714.42,0.63,0.63,573.91,479.61,25596.29,26058.21,24353.0,Male,salaried,2.0,59.0,452.0,0
22828,1909.0,0.0,949.0,6.0,1040.82,1913.07,1847.29,1539.32,783.41,629.49,1992.98,615.1,1125.2,2068.61,24358.0,Male,self_employed,3.0,31.0,1459.0,0
22829,1993.0,2.0,239.0,197.0,4256.28,4421.14,4519.85,5243.55,0.56,0.56,93.99,50.05,4395.94,4512.35,24359.0,Male,salaried,2.0,57.0,1020.0,0
22830,1075.0,0.0,87.0,14.0,301.44,3672.87,3270.17,5389.08,1271.44,0.01,4714.3,0.01,2554.64,3663.65,24360.0,Male,student,2.0,18.0,666.0,1
22833,5142.0,0.0,129.0,3.0,2540.42,2568.59,2527.57,2339.76,501.36,0.46,523.25,75.31,2456.86,2566.31,24363.0,Male,salaried,3.0,52.0,1096.0,0
22834,467.0,0.0,62.0,31.0,11529.61,11529.61,11532.3,11463.67,0.31,0.31,0.31,7.46,11529.61,11530.54,24364.0,Female,self_employed,2.0,66.0,241.0,0
22835,1862.0,0.0,294.0,20.0,1237.97,3516.97,2065.01,1664.06,726.86,1439.17,3004.62,4.42,1383.58,2686.38,24365.0,Female,student,3.0,27.0,1096.0,0
22836,2209.0,0.0,866.0,103.0,2427.81,2427.81,2427.81,2166.95,0.07,0.07,0.07,0.07,2427.81,2427.81,24366.0,Female,self_employed,3.0,65.0,122.0,0
22838,2121.0,0.0,344.0,284.0,576.51,2290.8,1827.75,2357.79,0.4,0.4,1743.26,64.69,785.87,2340.67,24368.0,Male,salaried,2.0,34.0,1033.0,1
22840,4758.0,0.0,195.0,31.0,1950.41,2236.12,2232.84,2221.87,0.63,0.63,572.06,0.63,2226.27,2236.12,24370.0,Male,self_employed,3.0,51.0,762.0,0
22841,1027.0,2.0,1796.0,104.0,6285.17,5036.77,4329.29,2060.28,0.66,0.66,4.94,179.83,5844.57,3789.18,24371.0,Female,self_employed,3.0,41.0,834.0,0
22842,4185.0,0.0,135.0,140.0,1481.65,1481.65,1481.65,1554.88,0.11,0.11,0.11,0.11,1481.65,1481.65,24372.0,Female,self_employed,1.0,90.0,1085.0,0
22843,4196.0,0.0,146.0,116.0,1138.35,1138.35,2013.92,2453.34,0.14,0.14,0.14,1428.71,1138.35,2336.5,24373.0,Female,self_employed,3.0,70.0,1525.0,0
22846,769.0,0.0,114.0,110.0,9554.93,9588.8,9578.78,8888.55,0.01,0.01,35.7,0.01,9560.08,9588.8,24376.0,Female,self_employed,3.0,72.0,1020.0,0
22848,659.0,2.0,1592.0,6.0,4516.5,5332.36,5430.53,5318.9,335.99,393.13,1151.84,424.46,5160.6,5278.92,24378.0,Male,self_employed,2.0,32.0,1111.0,0
22849,2285.0,0.0,359.0,55.0,1905.09,3360.07,5002.16,2740.2,0.54,714.83,2929.11,1786.26,3462.2,4123.75,24379.0,Female,salaried,3.0,56.0,1232.0,1
22850,2765.0,0.0,1549.0,40.0,4882.98,3953.51,2631.31,3271.93,0.17,3345.85,357.31,371.6,3738.06,2225.71,24380.0,Female,self_employed,2.0,70.0,1240.0,0
22852,2599.0,0.0,567.0,117.0,11909.7,10938.27,22290.32,64014.25,0.47,0.47,0.47,0.47,11838.76,15546.56,24382.0,Male,salaried,2.0,65.0,1020.0,0
22853,4522.0,0.0,61.0,14.0,4470.72,2477.86,2514.07,2144.69,1714.91,0.63,7.77,0.63,3792.89,2474.17,24383.0,Male,self_employed,2.0,60.0,834.0,0
22854,1125.0,0.0,590.0,61.0,665.63,665.63,2194.05,4858.05,0.46,0.46,0.46,0.46,665.63,1495.12,24384.0,Female,salaried,2.0,34.0,531.0,1
